37.193.227.16:8333
109.87.194.65:8333
72.92.152.22:8333
65.130.8.215:8333
80.87.98.89:8333
186.93.171.82:8333
190.99.136.141:8333
76.86.231.100:8333
75.86.191.14:8333
95.181.49.198:8333
113.150.87.158:8333
138.197.8.2:8333
